record_id,date,year,month,program_name,program_category,program_status,region,state,beneficiaries_served,target_beneficiaries,target_achievement_rate,funding_received,program_expenses,funding_remaining,funding_utilization_rate,cost_per_beneficiary,volunteer_hours,number_of_volunteers,beneficiaries_per_volunteer_hour,satisfaction_score,outcome_success_rate
1535,2025-10-01,2025,10,Job Training,Economic Empowerment,Active,South,TX,190,205,92.68,13857.59,12232.2,1625.39,88.27,64.38,152.6,15,1.245,4.53,62.37
1104,2024-09-01,2024,9,Housing Support,Basic Needs,Paused,Northeast,MA,206,183,112.57,16335.64,13290.43,3045.21,81.36,64.52,121.4,19,1.697,4.18,63.15
556,2023-05-01,2023,5,Food Assistance,Basic Needs,Completed,West,CA,384,435,88.28,21596.96,18314.72,3282.24,84.8,47.69,129.1,17,2.974,4.1,78.8
889,2024-03-01,2024,3,Youth Development,Education,Active,Midwest,MI,400,304,131.58,23027.31,17617.37,5409.94,76.51,44.04,145.4,14,2.751,4.11,83.31
856,2024-02-01,2024,2,Food Assistance,Basic Needs,Active,South,FL,454,604,75.17,28125.99,19545.08,8580.91,69.49,43.05,646.2,61,0.703,4.53,81.81
241,2022-08-01,2022,8,Housing Support,Basic Needs,Active,Midwest,IL,131,116,112.93,7937.7,6381.31,1556.39,80.39,48.71,122.4,17,1.07,3.21,65.71
68,2022-02-01,2022,2,Healthcare Access,Health,Paused,South,GA,263,316,83.23,16529.68,11939.57,4590.11,72.23,45.4,173.6,26,1.515,4.69,86.53
918,2024-03-01,2024,3,Youth Development,Education,Active,South,TX,296,312,94.87,20535.09,18503.5,2031.59,90.11,62.51,221.1,21,1.339,4.93,74.72
384,2022-12-01,2022,12,Job Training,Economic Empowerment,Paused,South,FL,152,200,76.0,9165.18,7165.71,1999.47,78.18,47.14,216.6,13,0.702,3.84,85.62
1162,2024-11-01,2024,11,Job Training,Economic Empowerment,Paused,South,TX,247,234,105.56,13935.49,11338.61,2596.88,81.36,45.91,136.7,13,1.807,5.0,64.04
781,2023-11-01,2023,11,Community Outreach,Community,Active,Northeast,NY,147,184,79.89,10648.93,9295.38,1353.55,87.29,63.23,107.4,10,1.369,4.62,75.14
1359,2025-04-01,2025,4,Youth Development,Education,Completed,West,WA,464,500,92.8,21630.91,15153.19,6477.72,70.05,32.66,351.6,32,1.32,5.0,84.26
980,2024-05-01,2024,5,Youth Development,Education,Active,Midwest,IL,388,420,92.38,22011.6,15353.86,6657.74,69.75,39.57,353.6,38,1.097,4.42,79.11
1439,2025-07-01,2025,7,Education Support,Education,Paused,West,AZ,588,714,82.35,32561.16,24252.66,8308.5,74.48,41.25,777.8,64,0.756,4.97,80.75
1192,2024-12-01,2024,12,Education Support,Education,Active,Northeast,NY,432,506,85.38,24770.99,22373.97,2397.02,90.32,51.79,176.2,22,2.452,4.89,76.26
238,2022-07-01,2022,7,Healthcare Access,Health,Active,West,WA,324,367,88.28,16303.43,12234.94,4068.49,75.05,37.76,277.3,32,1.168,4.98,77.96
245,2022-08-01,2022,8,Job Training,Economic Empowerment,Active,South,TX,142,136,104.41,9632.51,8837.28,795.23,91.74,62.23,104.1,6,1.364,4.88,73.79
998,2024-06-01,2024,6,Healthcare Access,Health,Active,West,WA,311,331,93.96,17167.2,10445.03,6722.17,60.84,33.59,164.8,20,1.887,4.42,90.11
675,2023-08-01,2023,8,Housing Support,Basic Needs,Active,West,CA,209,175,119.43,13563.9,11669.23,1894.67,86.03,55.83,204.0,18,1.025,3.5,70.49
818,2024-01-01,2024,1,Housing Support,Basic Needs,Completed,Northeast,MA,223,217,102.76,13628.43,9235.64,4392.79,67.77,41.42,56.3,20,3.961,3.56,66.58
1531,2025-10-01,2025,10,Job Training,Economic Empowerment,Active,Northeast,PA,186,213,87.32,11479.61,10010.8,1468.81,87.21,53.82,371.0,22,0.501,4.52,66.7
757,2023-11-01,2023,11,Food Assistance,Basic Needs,Active,Midwest,IL,305,383,79.63,19595.59,17283.38,2312.21,88.2,56.67,267.6,23,1.14,4.65,90.0
185,2022-06-01,2022,6,Housing Support,Basic Needs,Active,South,FL,199,186,106.99,13174.34,11130.05,2044.29,84.48,55.93,168.8,16,1.179,3.95,64.5
1114,2024-09-01,2024,9,Education Support,Education,Active,South,GA,322,374,86.1,19962.11,12500.86,7461.25,62.62,38.82,347.5,31,0.927,4.12,73.44
880,2024-02-01,2024,2,Education Support,Education,Paused,Midwest,IL,446,576,77.43,28444.04,25667.72,2776.32,90.24,57.55,164.9,23,2.705,4.44,73.74
1094,2024-09-01,2024,9,Community Outreach,Community,Active,Midwest,OH,220,228,96.49,15438.28,11621.28,3817.0,75.28,52.82,78.5,9,2.803,4.78,74.32
333,2022-10-01,2022,10,Community Outreach,Community,Active,Midwest,MI,136,146,93.15,7925.81,6620.62,1305.19,83.53,48.68,58.1,8,2.341,4.65,62.41
1428,2025-06-01,2025,6,Education Support,Education,Active,South,TX,426,428,99.53,25508.27,22043.31,3464.96,86.42,51.74,407.9,37,1.044,4.42,77.26
1417,2025-06-01,2025,6,Food Assistance,Basic Needs,Paused,Midwest,MI,438,483,90.68,26766.39,21793.46,4972.93,81.42,49.76,502.3,41,0.872,3.85,70.2
1050,2024-07-01,2024,7,Community Outreach,Community,Completed,Midwest,IL,228,211,108.06,15273.88,13281.85,1992.03,86.96,58.25,228.2,23,0.999,4.68,69.7
1158,2024-11-01,2024,11,Housing Support,Basic Needs,Active,Midwest,OH,166,243,68.31,12638.66,9540.22,3098.44,75.48,57.47,92.6,7,1.793,4.63,61.87
1031,2024-07-01,2024,7,Food Assistance,Basic Needs,Active,Northeast,MA,499,511,97.65,28834.24,26350.44,2483.8,91.39,52.81,208.3,34,2.396,4.5,74.8
213,2022-07-01,2022,7,Education Support,Education,Active,South,FL,263,296,88.85,16124.13,12866.38,3257.75,79.8,48.92,257.4,24,1.022,4.81,88.88
671,2023-08-01,2023,8,Youth Development,Education,Completed,Northeast,MA,293,310,94.52,15847.73,10891.27,4956.46,68.72,37.17,132.4,23,2.213,5.0,79.57
1180,2024-11-01,2024,11,Healthcare Access,Health,Active,Northeast,MA,290,372,77.96,18829.68,12013.57,6816.11,63.8,41.43,230.7,25,1.257,4.82,74.17
354,2022-11-01,2022,11,Youth Development,Education,Paused,West,CA,335,414,80.92,15244.83,11796.44,3448.39,77.38,35.21,300.4,35,1.115,3.78,74.6
833,2024-01-01,2024,1,Housing Support,Basic Needs,Active,South,FL,227,235,96.6,12686.23,10274.69,2411.54,80.99,45.26,182.3,23,1.245,4.74,46.34
498,2023-03-01,2023,3,Community Outreach,Community,Active,West,AZ,256,291,87.97,13999.55,9450.18,4549.37,67.5,36.91,394.4,29,0.649,5.0,61.01
487,2023-03-01,2023,3,Youth Development,Education,Active,Northeast,PA,396,457,86.65,19741.15,16548.16,3192.99,83.83,41.79,123.0,26,3.22,4.37,90.01
1626,2025-12-01,2025,12,Community Outreach,Community,Active,Northeast,MA,222,179,124.02,13420.29,9233.3,4186.99,68.8,41.59,131.1,18,1.693,4.01,67.2
248,2022-08-01,2022,8,Job Training,Economic Empowerment,Paused,Northeast,MA,247,231,106.93,13837.5,11356.51,2480.99,82.07,45.98,96.8,16,2.552,4.13,78.9
1076,2024-08-01,2024,8,Job Training,Economic Empowerment,Active,West,WA,181,260,69.62,12427.01,10213.83,2213.18,82.19,56.43,209.9,17,0.862,3.77,86.02
632,2023-07-01,2023,7,Community Outreach,Community,Active,Midwest,OH,203,235,86.38,13318.4,10856.05,2462.35,81.51,53.48,158.8,18,1.278,3.83,61.03
1396,2025-06-01,2025,6,Healthcare Access,Health,Paused,West,CA,407,309,131.72,27643.34,28084.57,-441.23,101.6,69.0,528.5,53,0.77,3.88,82.71
1019,2024-06-01,2024,6,Education Support,Education,Active,Midwest,MI,509,582,87.46,28699.38,27162.94,1536.44,94.65,53.37,364.6,45,1.396,4.73,75.65
1353,2025-04-01,2025,4,Youth Development,Education,Paused,South,TX,414,434,95.39,22204.89,21106.55,1098.34,95.05,50.98,242.8,26,1.705,3.84,84.98
351,2022-11-01,2022,11,Job Training,Economic Empowerment,Active,Northeast,NY,262,289,90.66,12366.09,8403.93,3962.16,67.96,32.08,106.2,21,2.467,4.37,65.34
812,2023-12-01,2023,12,Job Training,Economic Empowerment,Active,South,GA,271,289,93.77,14593.33,10059.7,4533.63,68.93,37.12,312.4,28,0.867,3.95,75.05
1593,2025-11-01,2025,11,Job Training,Economic Empowerment,Paused,Midwest,IL,189,263,71.86,12786.37,11175.76,1610.61,87.4,59.13,132.6,10,1.425,4.94,69.75
1488,2025-08-01,2025,8,Healthcare Access,Health,Completed,Midwest,IL,330,262,125.95,19171.49,16942.18,2229.31,88.37,51.34,204.6,32,1.613,3.43,67.18
1590,2025-11-01,2025,11,Housing Support,Basic Needs,Paused,Northeast,MA,259,278,93.17,15546.74,12268.35,3278.39,78.91,47.37,123.5,21,2.097,5.0,60.47
591,2023-06-01,2023,6,Housing Support,Basic Needs,Completed,South,TX,276,291,94.85,17223.18,12911.25,4311.93,74.96,46.78,36.2,23,7.624,4.45,64.09
819,2024-01-01,2024,1,Youth Development,Education,Active,South,GA,349,284,122.89,20024.41,13981.26,6043.15,69.82,40.06,350.5,32,0.996,4.54,91.25
1085,2024-08-01,2024,8,Healthcare Access,Health,Paused,West,CA,359,359,100.0,18840.2,16394.91,2445.29,87.02,45.67,329.0,31,1.091,4.64,62.16
1194,2024-12-01,2024,12,Education Support,Education,Active,West,WA,527,606,86.96,30100.28,25723.77,4376.51,85.46,48.81,161.6,37,3.261,4.68,80.58
866,2024-02-01,2024,2,Community Outreach,Community,Active,West,AZ,205,229,89.52,14243.61,10088.49,4155.12,70.83,49.21,49.6,8,4.133,4.39,60.95
1564,2025-10-01,2025,10,Education Support,Education,Active,South,TX,463,486,95.27,22860.6,16818.04,6042.56,73.57,36.32,261.1,24,1.773,4.17,80.94
171,2022-06-01,2022,6,Healthcare Access,Health,Active,Midwest,OH,320,342,93.57,17950.4,12254.61,5695.79,68.27,38.3,318.6,35,1.004,4.44,67.53
1119,2024-09-01,2024,9,Healthcare Access,Health,Active,West,AZ,253,258,98.06,15450.02,12336.57,3113.45,79.85,48.76,250.7,23,1.009,4.56,65.31
1628,2025-12-01,2025,12,Community Outreach,Community,Active,West,CA,161,161,100.0,9192.67,6937.06,2255.61,75.46,43.09,156.4,13,1.029,4.3,88.75
783,2023-12-01,2023,12,Food Assistance,Basic Needs,Paused,South,TX,495,445,111.24,34024.29,25411.54,8612.75,74.69,51.34,640.3,56,0.773,4.42,80.47
45,2022-02-01,2022,2,Food Assistance,Basic Needs,Paused,West,CA,537,562,95.55,31609.64,21486.56,10123.08,67.97,40.01,395.0,45,1.359,4.64,71.38
416,2023-01-01,2023,1,Food Assistance,Basic Needs,Active,Northeast,MA,457,374,122.19,29585.67,23840.06,5745.61,80.58,52.17,523.7,49,0.873,4.49,73.29
417,2023-01-01,2023,1,Community Outreach,Community,Active,Northeast,PA,168,199,84.42,9839.53,6153.91,3685.62,62.54,36.63,218.7,20,0.768,5.0,59.26
986,2024-05-01,2024,5,Community Outreach,Community,Active,West,AZ,152,189,80.42,10028.73,7765.19,2263.54,77.43,51.09,138.9,13,1.094,4.91,56.76
1596,2025-11-01,2025,11,Job Training,Economic Empowerment,Paused,West,CA,334,321,104.05,17942.2,14132.59,3809.61,78.77,42.31,320.4,29,1.042,4.41,73.52
1190,2024-11-01,2024,11,Housing Support,Basic Needs,Active,West,AZ,257,278,92.45,17499.32,11292.69,6206.63,64.53,43.94,386.8,31,0.664,4.26,64.76
1079,2024-08-01,2024,8,Housing Support,Basic Needs,Active,Midwest,MI,262,262,100.0,16935.04,14836.67,2098.37,87.61,56.63,194.7,25,1.346,3.75,65.69
1392,2025-05-01,2025,5,Education Support,Education,Active,Midwest,MI,468,381,122.83,23549.46,19298.21,4251.25,81.95,41.24,533.5,43,0.877,4.44,69.25
1582,2025-11-01,2025,11,Youth Development,Education,Active,South,FL,275,345,79.71,12917.25,8310.68,4606.57,64.34,30.22,334.6,32,0.822,4.62,94.92
1474,2025-08-01,2025,8,Housing Support,Basic Needs,Completed,South,FL,189,180,105.0,12162.69,10838.94,1323.75,89.12,57.35,246.4,22,0.767,3.65,80.04
317,2022-10-01,2022,10,Healthcare Access,Health,Active,West,AZ,325,364,89.29,22527.31,15484.41,7042.9,68.74,47.64,223.3,31,1.455,4.26,72.64
514,2023-04-01,2023,4,Food Assistance,Basic Needs,Active,Midwest,MI,522,525,99.43,29239.54,26773.42,2466.12,91.57,51.29,413.3,41,1.263,5.0,71.78
301,2022-09-01,2022,9,Job Training,Economic Empowerment,Active,West,AZ,161,156,103.21,9866.79,7428.06,2438.73,75.28,46.14,244.2,19,0.659,3.82,78.64
1539,2025-10-01,2025,10,Job Training,Economic Empowerment,Active,Midwest,IL,178,205,86.83,12116.61,10713.18,1403.43,88.42,60.19,242.1,17,0.735,5.0,75.53
116,2022-04-01,2022,4,Healthcare Access,Health,Paused,South,GA,341,365,93.42,23338.67,16570.17,6768.5,71.0,48.59,210.6,37,1.619,4.2,78.02
399,2022-12-01,2022,12,Job Training,Economic Empowerment,Active,West,WA,201,175,114.86,10830.51,9415.72,1414.79,86.94,46.84,216.6,20,0.928,4.22,77.7
415,2023-01-01,2023,1,Housing Support,Basic Needs,Active,West,AZ,279,278,100.36,21057.35,17301.66,3755.69,82.16,62.01,162.0,23,1.722,4.86,86.56
221,2022-07-01,2022,7,Housing Support,Basic Needs,Completed,Northeast,MA,273,290,94.14,16610.86,10295.47,6315.39,61.98,37.71,155.2,21,1.759,5.0,66.59
644,2023-07-01,2023,7,Job Training,Economic Empowerment,Completed,Midwest,IL,244,252,96.83,15040.4,11413.58,3626.82,75.89,46.78,247.5,24,0.986,5.0,65.18
765,2023-11-01,2023,11,Community Outreach,Community,Completed,Midwest,MI,168,171,98.25,12039.35,8149.41,3889.94,67.69,48.51,125.9,17,1.334,4.63,67.25
987,2024-06-01,2024,6,Education Support,Education,Paused,Northeast,PA,457,491,93.08,26538.41,23512.9,3025.51,88.6,51.45,188.1,27,2.43,3.65,75.61
1238,2025-01-01,2025,1,Job Training,Economic Empowerment,Active,South,FL,234,302,77.48,15095.78,13203.7,1892.08,87.47,56.43,250.2,24,0.935,3.91,71.67
176,2022-06-01,2022,6,Food Assistance,Basic Needs,Completed,Northeast,PA,377,463,81.43,20451.21,17422.29,3028.92,85.19,46.21,296.7,39,1.271,3.85,90.01
552,2023-05-01,2023,5,Youth Development,Education,Active,West,AZ,406,386,105.18,20159.45,15601.24,4558.21,77.39,38.43,81.4,25,4.988,4.64,86.87
821,2024-01-01,2024,1,Community Outreach,Community,Active,South,GA,225,230,97.83,12437.23,11531.28,905.95,92.72,51.25,214.1,19,1.051,5.0,68.45
428,2023-01-01,2023,1,Food Assistance,Basic Needs,Active,West,WA,585,501,116.77,32901.39,23912.18,8989.21,72.68,40.88,381.6,41,1.533,4.68,81.35
927,2024-04-01,2024,4,Community Outreach,Community,Paused,South,FL,160,193,82.9,9018.57,7122.35,1896.22,78.97,44.51,136.5,13,1.172,5.0,55.89
1405,2025-06-01,2025,6,Education Support,Education,Active,Midwest,IL,464,481,96.47,26557.95,21197.12,5360.83,79.81,45.68,249.6,26,1.859,4.59,81.03
910,2024-03-01,2024,3,Education Support,Education,Completed,South,TX,531,672,79.02,30715.73,21796.14,8919.59,70.96,41.05,308.0,33,1.724,4.48,86.16
199,2022-06-01,2022,6,Youth Development,Education,Paused,Northeast,MA,344,370,92.97,17450.43,12970.86,4479.57,74.33,37.71,223.5,23,1.539,4.07,58.63
16,2022-01-01,2022,1,Housing Support,Basic Needs,Active,Midwest,OH,218,275,79.27,16193.32,10360.73,5832.59,63.98,47.53,314.5,21,0.693,3.91,63.47
1358,2025-04-01,2025,4,Healthcare Access,Health,Completed,West,WA,360,432,83.33,25650.19,18637.83,7012.36,72.66,51.77,178.6,29,2.016,4.44,72.37
1188,2024-11-01,2024,11,Community Outreach,Community,Active,West,CA,246,261,94.25,14564.09,13785.12,778.97,94.65,56.04,243.3,19,1.011,4.46,61.8
1053,2024-07-01,2024,7,Education Support,Education,Active,West,WA,405,392,103.32,22545.44,16435.48,6109.96,72.9,40.58,426.9,36,0.949,4.25,73.05
1007,2024-06-01,2024,6,Community Outreach,Community,Active,West,WA,151,134,112.69,9611.96,6365.6,3246.36,66.23,42.16,91.0,11,1.659,4.14,73.73
1456,2025-07-01,2025,7,Job Training,Economic Empowerment,Active,West,WA,252,322,78.26,15823.85,7648.06,8175.79,48.33,30.35,271.1,24,0.93,4.92,71.48
1491,2025-08-01,2025,8,Community Outreach,Community,Active,Midwest,IL,223,239,93.31,13805.51,9923.83,3881.68,71.88,44.5,155.0,16,1.439,4.44,72.41
200,2022-06-01,2022,6,Job Training,Economic Empowerment,Completed,South,GA,241,168,143.45,13590.12,9228.06,4362.06,67.9,38.29,336.8,23,0.716,4.42,66.18
1354,2025-04-01,2025,4,Healthcare Access,Health,Active,South,GA,312,310,100.65,19384.32,15664.26,3720.06,80.81,50.21,176.3,22,1.77,5.0,77.28
712,2023-09-01,2023,9,Food Assistance,Basic Needs,Active,South,GA,321,340,94.41,18903.19,11443.11,7460.08,60.54,35.65,199.6,29,1.608,5.0,82.19
966,2024-05-01,2024,5,Youth Development,Education,Completed,Midwest,IL,409,440,92.95,19120.56,14937.98,4182.58,78.13,36.52,284.2,48,1.439,3.97,69.07
1103,2024-09-01,2024,9,Food Assistance,Basic Needs,Active,Midwest,MI,438,492,89.02,25037.92,20199.28,4838.64,80.67,46.12,514.3,40,0.852,4.61,72.81
454,2023-02-01,2023,2,Community Outreach,Community,Active,Midwest,MI,234,216,108.33,17003.59,14561.93,2441.66,85.64,62.23,95.0,12,2.463,4.65,64.93
592,2023-06-01,2023,6,Housing Support,Basic Needs,Active,South,TX,284,248,114.52,18759.8,14539.07,4220.73,77.5,51.19,181.6,17,1.564,4.48,75.66
1164,2024-11-01,2024,11,Healthcare Access,Health,Active,Midwest,IL,434,510,85.1,23389.23,19115.65,4273.58,81.73,44.05,459.1,38,0.945,5.0,67.38
325,2022-10-01,2022,10,Healthcare Access,Health,Active,Northeast,NY,274,323,84.83,16314.42,9059.58,7254.84,55.53,33.06,190.5,19,1.438,4.99,71.06
57,2022-02-01,2022,2,Youth Development,Education,Active,Northeast,NY,254,264,96.21,15974.76,13986.13,1988.63,87.55,55.06,172.2,16,1.475,4.31,75.66
1580,2025-11-01,2025,11,Youth Development,Education,Active,Northeast,PA,299,315,94.92,18582.62,17071.78,1510.84,91.87,57.1,360.7,31,0.829,4.79,79.13
44,2022-02-01,2022,2,Education Support,Education,Active,Northeast,NY,376,313,120.13,20585.59,13159.41,7426.18,63.93,35.0,233.1,26,1.613,4.66,91.8
101,2022-03-01,2022,3,Healthcare Access,Health,Paused,Midwest,MI,362,385,94.03,23144.04,16982.46,6161.58,73.38,46.91,235.6,27,1.537,4.55,71.17
275,2022-09-01,2022,9,Healthcare Access,Health,Active,South,FL,308,332,92.77,22102.89,15777.08,6325.81,71.38,51.22,267.3,28,1.152,4.16,78.9
1246,2025-01-01,2025,1,Housing Support,Basic Needs,Active,Midwest,MI,194,224,86.61,14189.56,10735.1,3454.46,75.65,55.34,247.3,23,0.784,4.13,67.92
102,2022-03-01,2022,3,Food Assistance,Basic Needs,Paused,South,TX,526,538,97.77,33985.72,25014.4,8971.32,73.6,47.56,599.5,60,0.877,4.96,66.12
840,2024-01-01,2024,1,Youth Development,Education,Active,West,WA,468,354,132.2,24825.82,20508.18,4317.64,82.61,43.82,455.6,49,1.027,4.44,88.88
108,2022-04-01,2022,4,Job Training,Economic Empowerment,Paused,South,FL,197,191,103.14,11639.92,9815.87,1824.05,84.33,49.83,97.1,17,2.029,5.0,86.37
612,2023-06-01,2023,6,Youth Development,Education,Active,Midwest,IL,357,331,107.85,18212.45,11985.09,6227.36,65.81,33.57,238.9,26,1.494,4.07,81.92
1386,2025-05-01,2025,5,Youth Development,Education,Completed,South,TX,538,608,88.49,24467.56,18032.61,6434.95,73.7,33.52,565.0,60,0.952,4.65,81.66
618,2023-07-01,2023,7,Healthcare Access,Health,Active,Northeast,MA,353,423,83.45,18478.46,11826.09,6652.37,64.0,33.5,305.5,34,1.155,4.49,69.17
530,2023-04-01,2023,4,Healthcare Access,Health,Paused,South,FL,332,271,122.51,18800.93,12447.23,6353.7,66.21,37.49,328.0,38,1.012,5.0,74.37
1174,2024-11-01,2024,11,Job Training,Economic Empowerment,Active,South,TX,202,188,107.45,12077.76,11530.02,547.74,95.46,57.08,241.9,21,0.835,4.35,84.11
619,2023-07-01,2023,7,Youth Development,Education,Completed,Midwest,IL,448,421,106.41,21851.3,14127.72,7723.58,64.65,31.54,359.9,34,1.245,4.66,92.03
839,2024-01-01,2024,1,Youth Development,Education,Paused,Midwest,IL,295,291,101.37,18845.92,14760.87,4085.05,78.32,50.04,298.3,34,0.989,5.0,93.43
1080,2024-08-01,2024,8,Job Training,Economic Empowerment,Active,West,CA,309,273,113.19,16991.82,11269.38,5722.44,66.32,36.47,226.5,34,1.364,4.64,67.07
129,2022-04-01,2022,4,Job Training,Economic Empowerment,Completed,Northeast,NY,302,319,94.67,17948.57,14215.33,3733.24,79.2,47.07,201.3,29,1.5,4.29,58.65
353,2022-11-01,2022,11,Healthcare Access,Health,Active,Northeast,MA,323,358,90.22,18583.8,10913.02,7670.78,58.72,33.79,290.3,25,1.113,4.43,63.76
299,2022-09-01,2022,9,Food Assistance,Basic Needs,Active,Midwest,OH,359,365,98.36,22813.89,15686.3,7127.59,68.76,43.69,447.3,37,0.803,3.66,70.56
817,2024-01-01,2024,1,Housing Support,Basic Needs,Active,Northeast,PA,225,256,87.89,15029.599999999999,13629.9,1399.7,90.69,60.58,328.6,26,0.685,4.04,74.56
368,2022-11-01,2022,11,Food Assistance,Basic Needs,Paused,Midwest,OH,360,289,124.57,21337.33,15805.69,5531.64,74.08,43.9,308.3,37,1.168,4.44,76.48
1569,2025-11-01,2025,11,Food Assistance,Basic Needs,Active,Northeast,PA,413,419,98.57,26208.14,20881.84,5326.3,79.68,50.56,396.7,32,1.041,4.72,65.27
1478,2025-08-01,2025,8,Healthcare Access,Health,Completed,Northeast,PA,414,442,93.67,23652.51,20015.48,3637.03,84.62,48.35,178.9,30,2.314,4.78,84.9
1324,2025-03-01,2025,3,Community Outreach,Community,Active,West,AZ,165,194,85.05,12498.28,10150.67,2347.61,81.22,61.52,128.6,15,1.283,4.25,67.03
894,2024-03-01,2024,3,Education Support,Education,Paused,South,FL,524,597,87.77,27885.76,14356.07,13529.69,51.48,27.4,451.7,59,1.16,4.83,85.93
932,2024-04-01,2024,4,Education Support,Education,Paused,Midwest,OH,550,540,101.85,31901.88,26399.88,5502.0,82.75,48.0,409.8,34,1.342,4.04,71.6
1168,2024-11-01,2024,11,Education Support,Education,Completed,Midwest,IL,494,521,94.82,28524.8,22309.88,6214.92,78.21,45.16,310.2,32,1.593,5.0,83.56
922,2024-04-01,2024,4,Youth Development,Education,Active,Midwest,IL,269,291,92.44,15693.24,12332.08,3361.16,78.58,45.84,216.6,20,1.242,4.76,97.78
600,2023-06-01,2023,6,Community Outreach,Community,Active,Northeast,NY,183,188,97.34,11423.31,7466.27,3957.04,65.36,40.8,78.7,17,2.325,3.46,75.91
755,2023-11-01,2023,11,Healthcare Access,Health,Active,South,GA,300,251,119.52,20138.43,15847.61,4290.82,78.69,52.83,157.9,30,1.9,4.82,81.54
372,2022-11-01,2022,11,Job Training,Economic Empowerment,Active,Midwest,MI,133,102,130.39,8047.33,6221.68,1825.65,77.31,46.78,101.3,7,1.313,4.82,72.85
1362,2025-05-01,2025,5,Education Support,Education,Completed,South,FL,639,679,94.11,33334.78,27578.99,5755.79,82.73,43.16,573.0,53,1.115,4.37,82.15
858,2024-02-01,2024,2,Food Assistance,Basic Needs,Active,Midwest,OH,546,523,104.4,32629.23,28382.57,4246.66,86.99,51.98,508.2,36,1.074,5.0,80.05
1402,2025-06-01,2025,6,Housing Support,Basic Needs,Paused,West,WA,331,397,83.38,18206.95,14053.12,4153.83,77.19,42.46,350.2,32,0.945,4.58,76.9
340,2022-10-01,2022,10,Healthcare Access,Health,Active,West,CA,249,275,90.55,17920.46,10214.61,7705.85,57.0,41.02,281.1,24,0.886,4.18,75.99
427,2023-01-01,2023,1,Education Support,Education,Active,Northeast,MA,499,473,105.5,22533.78,16668.07,5865.71,73.97,33.4,460.0,62,1.085,4.27,78.82
